DAY,HDFC,RELIANCE,DABUR,DLF,
946,1979.95,1125.55,433.25,177.95,
947,1968.35,1121.25,430.65,177.55,
948,2009,1121,421.85,180.3,
949,1980.65,1106.4,416.4,173.1,
950,1936.85,1092.75,422,172.45,
951,1972.6,1098.65,419.25,175.15,
952,1972.9,1104.75,420.45,179.8,
953,1958.95,1104.65,416.4,181.5,
954,1994.95,1110.75,421.5,182.1,
955,1980.1,1107.5,421.15,183.55,
956,1991.4,1098.05,421.65,182.15,
957,1969.2,1096.8,433.5,181.15,
958,1992.15,1129.65,426.1,185.95,
959,1975,1135.9,423.85,182.95,
960,2004.55,1134.45,420.3,184.2,
961,2006.85,1184.35,424.1,180.35,
962,2004.45,1237.7,428.15,177.25,
963,1979.4,1235.15,433.35,180.05,
964,1958.25,1226.3,430.65,177.25,
965,1971.1,1247.45,430.4,177.75,
966,1977.8,1246,430,158,
967,1946.9,1229.55,427.4,164.05,
968,1922.3,1210.65,423.15,164.9,
969,1885.8,1195.7,431.15,164.2,
970,1922.35,1227.15,443.65,164.85,
971,1961.25,1249.95,451.85,165.7,
972,1978.5,1290.9,447.45,163.6,
973,1981.4,1291.55,449.05,159.75,
974,1987.95,1310.25,453.7,160.35,
975,1969.65,1290.4,459.8,160.4,
976,1944.65,1277.7,451.95,164.75,
977,1948.2,1253.25,448.95,163.7,
978,1905.05,1256.4,446.25,159.15,
979,1930.5,1245.95,439.5,157.95,
980,1900.7,1224.2,440.2,162.3,
981,1874.9,1244.45,434.3,158.1,
982,1874.85,1220.1,422.35,156,
983,1853.45,1216.1,420.8,163.4,
984,1870.5,1234.35,424.7,163,
985,1891.45,1246.9,426.55,165.3,
986,1887.4,1232.35,435.4,169.25,
987,1894.5,1232.3,431.9,168.15,
988,1853.65,1220.25,428.85,166.4,
989,1841,1223.5,434.6,164.35,
990,1841.2,1231.05,438.05,164.7,
991,1859.45,1226.05,445.3,167.25,
992,1860,1237.65,442.8,175.6,
993,1885.2,1264.8,436.75,177.35,
994,1880.2,1270.25,433.1,175.95,
995,1884.05,1267.1,432.2,175.35,
996,1897.55,1304.1,442.3,176.85,
997,1930,1331.35,447.3,187.75,
998,1950.65,1347.3,440.3,192.15,
999,1956.95,1341.55,438.9,201.85,
1000,1974.65,1321.65,425.45,197.45,
1001,1962.4,1350.05,428.4,197.75,
1002,1967.85,1376.55,427.05,194,
1003,1987.55,1375.45,426.05,199.35,
1004,1981.55,1341.75,425.05,196.15,
1005,1945.65,1324.45,419.95,189.25,
1006,1946.3,1367.25,425.1,196.55,
1007,1919.9,1349.25,411.25,190.4,
1008,1944.45,1360,410.95,194.05,
1009,1968.25,1363.25,408.8,202.45,
1010,1959.65,1391.85,400.95,195.55,
1011,1995.95,1389.7,402,199.5,
1012,2013.1,1375.2,403.45,202.1,
1013,2042.05,1353.05,405.05,200.85,
1014,2059.2,1353.9,400.35,201.6,
1015,2054.9,1329.25,401.1,184.6,
1016,2069.15,1334.45,403.65,188.15,
1017,2029.25,1331.4,403.3,180.1,
1018,2022.8,1346.8,403.7,177.7,
1019,2024.95,1343.1,407.3,181.85,
1020,2014.25,1340.15,405.75,184.75,
1021,2026.7,1343.75,409,183.35,
1022,2003.75,1385.95,404.95,183.1,
1023,1953.9,1345.35,403.55,172.95,
1024,1934.7,1363.85,403.05,172,
1025,1980.4,1389.5,398.65,176.05,
1026,1955.15,1372.4,395.1,173.6,
1027,1977.4,1392.8,397.95,174.3,
1028,1995.05,1392.8,398.1,172.75,
1029,2017.4,1405.05,382.15,171.85,
1030,2006.4,1408.85,380.2,177.95,
1031,1965.45,1384.9,377.75,173.9,
1032,1966.3,1343.5,375.5,169.6,
1033,1930.75,1299.45,367.25,168.95,
1034,1914.6,1256.45,367.3,167.8,
1035,1931.7,1251.15,369.8,166.5,
1036,1952.9,1232.05,363.15,164.35,
1037,1965.2,1260.45,368.6,166.25,
1038,1944.95,1256.9,363.55,161.45,
1039,1942.1,1265.35,361.05,162.9,
1040,1993.65,1267.4,370.05,164.45,
1041,2122.5,1325.9,382.4,173.75,
1042,2114.5,1339.8,382.95,171.5,
1043,2138.8,1340.4,385.65,173.9,
1044,2114.4,1333.9,385.45,180.7,
1045,2123.4,1336.85,399.05,191.65,
1046,2165.3,1310.65,400.1,197,
1047,2147.85,1323.75,398.1,195.4,
1048,2147.45,1313.05,399,193.7,
1049,2184.4,1329.75,396.35,194.7,
1050,2182.65,1330.15,395.95,191.2,
1051,2230.45,1360.2,408.8,196.15,
1052,2223.95,1351.65,405.55,195.45,
1053,2183.45,1327.35,402.95,190.4,
1054,2210.85,1314.9,404.15,190.05,
1055,2194.05,1319.15,409.3,189.25,
1056,2189.85,1329.15,409.75,191.55,
1057,2181.95,1332.15,409,184.55,
1058,2197.5,1327.25,409.05,184.95,
1059,2185.85,1317.55,400.55,177.85,
1060,2173,1282.3,400.85,172.65,
1061,2153,1281,387.7,173.7,
1062,2175.4,1277.35,381.95,176.4,
1063,2199.25,1296.75,387.8,181.35,
1064,2140.8,1279.5,392.6,177.55,
1065,2148.9,1262.4,392.35,175.55,
1066,2172.8,1295.85,394.3,176.25,
1067,2168.1,1294.15,394.25,184.6,
1068,2195.45,1274.15,401.1,185.6,
1069,2192.1,1253.1,400.5,188.55,
1070,2245.9,1268.85,401.75,190.8,
1071,2281.25,1278.5,402.65,192.5,
1072,2277.2,1282.55,407.65,193.65,
1073,2280.25,1284,402.95,194.6,
1074,2278.9,1263.35,407.3,186.95,
1075,2259.95,1252.05,401.35,182.4,
1076,2232.8,1280.1,406.25,183.65,
1077,2227.75,1278.85,409.75,177.7,
1078,2261.9,1281.55,409.25,186,
1079,2257.8,1280.5,407.7,186.15,
1080,2265.35,1276.1,410.7,186.05,
1081,2277.55,1293,425,191.35,
1082,2286.7,1281.85,431.15,190.7,
1083,2345.15,1261.85,428.9,183.2,
1084,2303.55,1249,420.2,180.05,
1085,2186.9,1280.5,421.4,179.5,
1086,2138.5,1273.55,423.75,180.2,
1087,2184.25,1259.1,420.95,177.35,
1088,2195.35,1231.5,422.85,176.35,
1089,2165.75,1213.8,428.15,180.5,
1090,2149,1210.95,427.9,179.45,
1091,2127.25,1180.9,422.95,177.75,
1092,2121.8,1166.25,426.45,178.15,
1093,2086.8,1180.25,425.4,172.4,
1094,2124.8,1184.35,426.5,171.8,
1095,2152.35,1143.35,429.6,164.9,
1096,2189.9,1128.3,433.5,168.25,
1097,2175.2,1109.4,430.65,165.9,
1098,2182.3,1152.35,435.4,171.8,
1099,2211.65,1162.1,439.05,175.65,
1100,2100.1,1274.75,429.25,173.75,
1101,2117.7,1288.25,431.75,174.9,
1102,2100,1278,428.05,177.65,
1103,2114.05,1292.6,432.1,178.95,
1104,2090.1,1275.95,431.75,177.3,
1105,2066.9,1270.95,427.05,171.6,
1106,2014.1,1246.75,427.5,144.45,
1107,2043.75,1275.85,424.4,152.1,
1108,2148.35,1266.8,435.85,159.6,
1109,2174.3,1274.85,440.15,160.75,
1110,2187.15,1263.3,434.8,164.2,
1111,2128.45,1241.75,442.85,165.1,
1112,2166.45,1248.55,448.8,168.15,
1113,2089.9,1206.4,443.05,163.55,
1114,2100.1,1201.15,442.2,163.95,
1115,2044.15,1198.6,438.95,159.35,
1116,2041.45,1222.5,441.3,154.25,
1117,2064.25,1222.2,444.25,154.2,
1118,2071.85,1234.4,449.1,160.4,
1119,2082.75,1210.35,450.2,159.7,
1120,2083.85,1225.6,452.2,166.05,
1121,2046.75,1210.75,454.75,161.75,
1122,1996.25,1197.45,451.7,155.6,
1123,1988.3,1205.7,460,157.15,
1124,1974.6,1179.05,458.55,155.4,
1125,2049.3,1254.35,445.7,168.3,
1126,2162,1239.2,440.8,167.7,
1127,2130,1278.7,451.9,167.25,
1128,2069.95,1279.55,445.55,155.75,
1129,2063.2,1296.8,447.2,161.75,
1130,2035.9,1309.05,447.1,158.35,
1131,1977.05,1332.25,447.25,155.6,
1132,1995.65,1304.9,439.65,144.2,
1133,1974.55,1311.05,433.65,149.9,
1134,1978.3,1308.1,425.7,147.35,
1135,1969.3,1310.1,432.55,143.9,
1136,2002,1324.75,443.8,147.75,
1137,1987.95,1362.75,439.4,142.45,
1138,2010.15,1352.6,445.6,145.6,
1139,2014.75,1358,455,154.85,
1140,2013.3,1364.15,450,156.15,
1141,2048.7,1372.35,456.1,159.75,
1142,2089.75,1396.5,462.4,163.85,
1143,2094.45,1416.35,466.5,168.85,
1144,2114.9,1414.15,472.6,178.2,
1145,2142.95,1392.4,471.75,174.95,
1146,2144.95,1436.45,469.8,176.5,
1147,2101.55,1431.2,465.55,181,
1148,2105.35,1434.25,469.3,179.8,
1149,2113.05,1467.05,465.85,180.95,
1150,2107.45,1479.1,460.35,181.55,
1151,2131.9,1464.35,461.95,183.3,
1152,2128.6,1456.9,463.85,185.15,
1153,2181.3,1457.65,460.4,184.3,
1154,2181.3,1447.3,481.35,184.35,
1155,2220.6,1434.9,476.55,191.5,
1156,2251,1458.6,477.7,192.5,
1157,2233.2,1445.5,473.65,203.1,
1158,2234.55,1427.8,477.45,207.65,
1159,2207.45,1472.3,463.9,202.2,
1160,2226.8,1462.75,462.55,208.9,
1161,2224.05,1470.85,461.7,211.75,
1162,2236.3,1459.2,455.1,216,
1163,2212.1,1509.75,453.7,214.95,
1164,2200.95,1547.65,468.8,212.1,
1165,2210.35,1537.6,464.25,216.85,
1166,2237.3,1546.5,463.8,217.25,
1167,2294.55,1561.55,469.6,220.35,
1168,2304.65,1560.25,462.75,220.05,
1169,2336.3,1569.85,469.3,215.85,
1170,2309.75,1580.3,466.25,217.95,
1171,2297.25,1551.15,459.1,219.7,
1172,2306.6,1586.5,453.75,218.1,
1173,2319.7,1578.9,451.05,218.9,
1174,2322.4,1552.7,457.8,220.25,
1175,2327.55,1550.85,466.1,221.1,
1176,2264.65,1554.9,463.8,218.4,
1177,2311.4,1572.6,465.35,217.15,
1178,2295.15,1561.95,456.9,216.8,
1179,2321.65,1562.4,451.4,223.35,
1180,2318.45,1568.2,457.7,224.9,
1181,2354.5,1582.9,460,228.95,
1182,2375.25,1566.6,459.5,230.25,
1183,2430.1,1562.7,460.6,229.9,
1184,2445.15,1575.85,462.8,227.8,
1185,2411.9,1609.95,460,228.4,
1186,2404.1,1599.1,459.8,230.55,
1187,2422.65,1571.4,461,227.3,
1188,2412.75,1546.45,457.7,228.65,
1189,2414.1,1515.4,457.6,226.75,
1190,2444.15,1542.35,459.8,232.9,
1191,2438.25,1544.2,462.6,233.25,
1192,2412.55,1514.05,458.4,230.9,
1193,2433.95,1509.6,459.8,227.55,
1194,2466.4,1535.3,459.95,233.75,
1195,2454.45,1537.15,455.6,228.6,
1196,2384.1,1501.5,448,220.95,
1197,2415.05,1524.6,453.5,225.5,
1198,2406.15,1513.15,456.65,227.65,
1199,2457.4,1548,460.7,238.25,
1200,2457.55,1547.65,466.85,244.2,
1201,2462.55,1543.7,478.7,252.8,
1202,2492.3,1529.4,482.65,254.55,
1203,2488.6,1523.85,490.55,255.9,
1204,2482.1,1537.9,487.6,258.15,
1205,2453.95,1581,489.65,261.25,
1206,2454.35,1532.35,486.05,258.95,
1207,2465.45,1533.9,487,257.1,
1208,2416.6,1533.35,486.8,258.1,
1209,2428.4,1526.85,489.8,260.7,
1210,2450.75,1521.55,500.5,262.85,
1211,2395.8,1506.55,493.2,257.1,
1212,2431.6,1471.75,488.4,257.65,
1213,2404.25,1479.85,491.6,258.6,
1214,2415,1443.75,478.75,254.65,
1215,2414,1411.65,495.75,260.45,
1216,2268.25,1383.35,486.4,228.9,
1217,2259.75,1385.5,497,230.85,
1218,2345.95,1426.4,503.35,245.25,
1219,2391.65,1448.5,511.15,253.45,
1220,2436.45,1457.8,509.65,246.3,
1221,2405.65,1433.65,513.65,235.8,
1222,2414.3,1435.6,512.85,233.8,
1223,2435.15,1452.75,508.9,233.85,
1224,2437.6,1470.3,519.9,230.85,
1225,2403.65,1474.15,512.7,231.35,
1226,2401.75,1487.6,506.1,226.2,
1227,2350.25,1478.25,500.95,219.4,
1228,2318.8,1467.4,504.55,217.95,
1229,2377.25,1503.8,508.05,226.9,
1230,2369.5,1485.95,506.15,220.1,
1231,2292.3,1444.95,501,212.5,
1232,2302.6,1416.4,500.25,216.75,
1233,2281.45,1392,501.95,212.45,
1234,2272.2,1386.25,506.35,208.7,
1235,2175.75,1328.65,496.1,201.7,
1236,2179.65,1316.15,499.25,203.85,
1237,2191.4,1342.85,506.6,206.8,
1238,2206.05,1339.7,514.4,203.95,
1239,2195.05,1311.15,517.95,202.6,
1240,2109.45,1271,500.55,194.45,
1241,2027.9,1114.15,483.15,182.35,
1242,2036.25,1153.55,488,178.45,
1243,1875.7,1063,455.25,156.9,
1244,2066.8,1105.3,450.6,166.75,
1245,1841.75,1015.7,431.5,149,
1246,1755.8,1008,430.4,144.6,
1247,1622.55,968.5,414.55,140.15,
1248,1617.6,917.7,418.85,128.45,
1249,1753.95,1017.95,444.35,139.8,
1250,1520.7,884.05,396.05,126.15,
1251,1505.1,943.4,401.2,120.8,
1252,1646.05,1082.25,405.2,123.8,
1253,1733.25,1066.2,425.95,138.15,
1254,1754,1065.6,423,138.75,
1255,1558.75,1030.45,427.55,130.75,
1256,1633.1,1113.75,450.05,137.45,
1257,1583.5,1080.45,434.85,132.55,
1258,1499.55,1077.45,427.8,132.1,
1259,1555.15,1206.1,477.55,141.55,
1260,1558.8,1192.15,488.3,138,
1261,1703.1,1219.95,485.35,149.1,
1262,1655.2,1189.15,479.8,139.75,
1263,1596.3,1149.85,502.85,140.3,
1264,1625.75,1168.05,503.5,134,
1265,1680.6,1224,490.1,136.9,
1266,1727.7,1243.8,492.85,134.4,
1267,1669.7,1237.35,498.2,132.65,
1268,1664.15,1363.6,502.7,133.55,
1269,1663.45,1370.9,499,137,
1270,1580.3,1417,499.05,128.2,
1271,1591.45,1429.75,491.75,133,
1272,1715.8,1428.15,487.55,138,
1273,1836.75,1426.95,478.25,141.65,
1274,1916,1466,489.3,146.85,
1275,1724.35,1435.2,468.75,133.05,
1276,1689.9,1460.65,452.5,126.8,
1277,1732.15,1460.75,455.7,129.9,
1278,1703.9,1506.95,441.9,129.15,
1279,1689.7,1561.8,446.8,130.15,
1280,1658.45,1576.8,446.55,133.35,
1281,1674.1,1479.25,443.15,136.95,
1282,1712.75,1496.45,444.05,141.1,
1283,1632.4,1435.95,458.6,137.05,
1284,1633.8,1459.4,443.9,138.8,
1285,1512.05,1440.75,436.1,132.45,
1286,1539.85,1408.9,437.1,131.45,
1287,1627,1433.7,439.65,139.25,
1288,1597.3,1441.25,440.15,138.6,
1289,1516.15,1431.55,431.7,135.15,
1290,1502.15,1424.05,433.1,136.75,
1291,1570.4,1445.55,428.95,137.65,
1292,1623.7,1472.25,448.4,144.05,
1293,1658.9,1464.4,466.45,150.65,
1294,1737.7,1520.35,469.25,152.2,
1295,1813.55,1535.7,460.85,157.2,
1296,1835.65,1541.65,463.35,156,
1297,1764.3,1579.8,462.55,156.35,
1298,1766.6,1581.7,462.85,157.2,
1299,1760.8,1569.5,458.1,152.95,
1300,1772.1,1537.15,466.55,153.35,
1301,1809.3,1572.15,461.9,156.8,
1302,1787.45,1537.7,450.1,150.75,
1303,1792.2,1588.8,455.65,154.05,
1304,1751.65,1614.55,453.65,145.9,
1305,1821.9,1617.7,448.5,146.6,
1306,1794.65,1615.35,440.5,150.05,
1307,1855.95,1655.9,440,147.7,
1308,1835.1,1759.4,443.05,161.8,
1309,1819.4,1746.15,443.5,159.95,
1310,1838.1,1720.9,458.6,168.65,
1311,1797.75,1727.85,455.05,160.05,
1312,1777.8,1717.9,459.15,157.25,
1313,1769.35,1741.65,460.35,154.4,
1314,1741.15,1723.15,463.75,151.5,
1315,1754.65,1704.1,465.95,148.05,
1316,1835.15,1737.6,466.6,150.25,
1317,1889.45,1760.35,465.05,152.85,
1318,1885.2,1787.9,467.05,151.25,
1319,1868.7,1851.8,465.95,154.85,
1320,1886.75,1823.45,478.55,153.05,
1321,1886.05,1798,473.25,146.4,
1322,1941.85,1824.25,473.05,146,
1323,1886,1878.05,474.15,147.75,
1324,1845.55,1935,484.5,142.9,
1325,1791.6,1917,479.45,139.9,
1326,1789.9,1844,479.65,137.1,
1327,1787.8,1843.4,487.65,138.55,
1328,1805.85,1911.7,490.75,140.75,
1329,1806.05,1919.9,500.95,140.95,
1330,1883.65,1971.55,491.65,143.3,
1331,1881.05,2004,481.05,142.7,
1332,1875.8,2057.8,479.45,142.75,
1333,1841.3,2146.15,471.5,138.9,
1334,1850.75,2156.2,466.4,136.2,
1335,1897.35,2177.7,475.1,141.15,
1336,1877.3,2096.65,489.6,139.85,
1337,1810.65,2108.85,491.9,140.1,
1338,1781.95,2067.1,513.55,141.15,
1339,1739.8,2009,510.45,138.5,
1340,1781.1,2150.6,506.95,142.6,
1341,1776.7,2126.45,503.05,142.55,
1342,1783.75,2134.1,506.8,142.65,
1343,1777.7,2146.45,512.3,141.85,
1344,1798.95,2119.85,508.55,148.65,
1345,1826.75,2133.8,513.15,146.55,
1346,1814.2,2127.6,503.6,146.55,
1347,1804.85,2122.05,497.85,147.75,
1348,1791.7,2113.8,497.1,142.45,
1349,1800.55,2091.35,495.55,147.15,
1350,1820.7,2118.55,497,157.15,
1351,1827.95,2131.55,494.2,157.55,
1352,,,,,
1353,,,,,
1354,,,,,
1355,,,,,
1356,,,,,
1357,,,,,
1358,,,,,
1359,,,,,
1360,,,,,
1361,,,,,
1362,,,,,
1363,,,,,
1364,,,,,
1365,,,,,
1366,,,,,
1367,,,,,
1368,,,,,
1369,,,,,
1370,,,,,
1371,,,,,
1372,,,,,
1373,,,,,
1374,,,,,
1375,,,,,
1376,,,,,
1377,,,,,
1378,,,,,
1379,,,,,
1380,,,,,
1381,,,,,
1382,,,,,
1383,,,,,
1384,,,,,
1385,,,,,
1386,,,,,
1387,,,,,
1388,,,,,
1389,,,,,
1390,,,,,
1391,,,,,
1392,,,,,
1393,,,,,
1394,,,,,
1395,,,,,
1396,,,,,
1397,,,,,
1398,,,,,
1399,,,,,
1400,,,,,
1401,,,,,
1402,,,,,
1403,,,,,
1404,,,,,
1405,,,,,
1406,,,,,
1407,,,,,
1408,,,,,
1409,,,,,
1410,,,,,
1411,,,,,
1412,,,,,
1413,,,,,
1414,,,,,
1415,,,,,
1416,,,,,
1417,,,,,
1418,,,,,
1419,,,,,
1420,,,,,
1421,,,,,
1422,,,,,
1423,,,,,
1424,,,,,
1425,,,,,
1426,,,,,
1427,,,,,
1428,,,,,
1429,,,,,
1430,,,,,
1431,,,,,
1432,,,,,
1433,,,,,
1434,,,,,
1435,,,,,
1436,,,,,
1437,,,,,
1438,,,,,
1439,,,,,
1440,,,,,
1441,,,,,
1442,,,,,
1443,,,,,
1444,,,,,
1445,,,,,
1446,,,,,
1447,,,,,
1448,,,,,
1449,,,,,
1450,,,,,
1451,,,,,
1452,,,,,
1453,,,,,
1454,,,,,
1455,,,,,
1456,,,,,
1457,,,,,
1458,,,,,
1459,,,,,
1460,,,,,
1461,,,,,
1462,,,,,
1463,,,,,
1464,,,,,
1465,,,,,
1466,,,,,
1467,,,,,
1468,,,,,
1469,,,,,
1470,,,,,
1471,,,,,
1472,,,,,
1473,,,,,
1474,,,,,
1475,,,,,
1476,,,,,
1477,,,,,
1478,,,,,
1479,,,,,
1480,,,,,
1481,,,,,
1482,,,,,
1483,,,,,
1484,,,,,
1485,,,,,
1486,,,,,
1487,,,,,
1488,,,,,
1489,,,,,
1490,,,,,
1491,,,,,
1492,,,,,
1493,,,,,
1494,,,,,
1495,,,,,
1496,,,,,
1497,,,,,
1498,,,,,
1499,,,,,
